totalScreenTime,socialMediaTime,gamingTime,entertainmentTime,educationTime,productivityTime,numberOfSessions,averageSessionDuration,lateNightUsage,earlyMorningUsage,sevenDayAverage,usageChangePercentage,socialMediaPercentage,gamingPercentage,productivePercentage,riskScore,riskLevel
213.1,62.1,65.1,54.9,2.4,6.0,42,5.1,10,0,228.5,29.3,29.1,30.5,4.0,55,MODERATE
209.2,64.4,36.5,41.2,4.7,13.5,44,4.8,19,10,197.0,-0.8,30.8,17.5,8.7,36,MODERATE
96.2,28.0,5.0,38.5,20.0,27.7,19,5.1,2,13,98.1,-7.1,29.1,5.2,49.6,12,LOW
399.1,144.3,43.1,62.2,16.5,21.8,83,4.8,44,30,341.3,31.6,36.1,10.8,9.6,68,HIGH
479.4,274.8,125.0,162.8,18.9,0.0,125,3.8,158,26,520.7,36.7,57.3,26.1,3.9,88,CRITICAL
103.6,30.5,20.7,25.4,34.6,35.9,21,4.9,7,8,103.2,-8.1,29.4,20.0,68.2,10,LOW
196.9,35.4,0.0,22.8,6.4,30.1,35,5.6,15,4,168.5,-53.2,18.0,0.0,18.5,36,MODERATE
150.0,69.5,41.3,47.7,0.0,6.0,33,4.5,25,14,157.6,1.9,46.3,27.5,4.0,32,MODERATE
97.6,23.7,2.0,17.6,25.9,14.7,7,13.9,3,7,99.5,-10.1,24.3,2.0,41.6,12,LOW
176.0,66.6,61.6,57.6,31.9,32.6,37,4.8,37,8,157.3,-30.3,37.8,35.0,36.6,41,MODERATE
342.5,138.6,60.4,72.0,15.0,9.5,82,4.2,52,16,286.7,27.4,40.5,17.6,7.1,73,HIGH
305.7,114.9,65.7,20.0,20.2,29.9,46,6.6,67,14,312.7,54.1,37.6,21.5,16.4,69,HIGH
190.7,80.2,50.5,56.9,14.3,18.3,43,4.4,11,22,178.1,-38.2,42.0,26.5,17.1,36,MODERATE
99.9,14.2,0.0,23.1,41.6,25.7,19,5.3,5,2,95.0,11.0,14.2,0.0,67.3,27,LOW
315.8,161.8,54.1,68.5,18.7,11.2,53,6.0,32,18,299.6,31.6,51.2,17.1,9.5,66,HIGH
210.3,72.1,50.4,67.6,23.9,32.5,47,4.5,25,8,240.0,-13.5,34.3,23.9,26.8,53,MODERATE
98.8,21.5,8.8,30.8,12.6,42.2,35,2.8,10,6,98.7,13.1,21.8,8.9,55.4,10,LOW
388.7,140.2,45.4,42.0,28.1,17.9,91,4.3,39,14,369.7,16.0,36.1,11.7,11.8,63,HIGH
258.5,51.8,29.3,34.2,28.7,16.3,47,5.5,24,18,295.3,-13.9,20.0,11.3,17.4,58,MODERATE
587.5,360.4,114.7,138.1,10.4,15.7,114,5.2,87,23,575.3,2.8,61.3,19.5,4.5,91,CRITICAL
350.4,105.8,30.3,50.7,20.0,22.7,63,5.6,72,15,331.4,44.9,30.2,8.7,12.2,72,HIGH
348.8,177.2,93.3,110.0,26.6,24.0,61,5.7,53,27,363.9,5.4,50.8,26.7,14.5,70,HIGH
368.4,144.1,93.8,84.1,20.5,10.6,66,5.6,43,19,348.8,20.0,39.1,25.5,8.4,68,HIGH
96.9,22.6,16.4,31.1,28.4,13.1,27,3.6,18,8,104.3,-4.0,23.3,16.9,42.8,23,LOW
344.7,147.8,119.1,66.1,22.4,27.2,55,6.3,92,37,351.0,17.4,42.9,34.6,14.4,69,HIGH
205.2,50.7,23.5,23.4,35.7,33.6,32,6.4,40,9,195.7,32.5,24.7,11.4,33.8,44,MODERATE
248.6,76.3,5.0,50.9,41.8,20.7,43,5.8,14,0,277.3,-22.9,30.7,2.0,25.1,55,MODERATE
72.9,26.8,15.6,6.3,30.4,26.7,28,2.6,2,10,69.9,6.2,36.8,21.4,78.3,26,LOW
178.8,42.3,31.1,24.9,55.1,28.2,53,3.4,18,2,197.5,-18.6,23.7,17.4,46.6,32,MODERATE
257.6,84.1,70.0,46.1,34.3,21.0,38,6.8,9,12,270.7,-9.2,32.7,27.2,21.5,58,MODERATE
537.9,167.6,113.4,104.4,2.8,5.7,65,8.3,98,16,579.6,21.0,31.2,21.1,1.6,95,CRITICAL
297.7,110.2,84.6,40.2,5.6,19.2,52,5.7,62,13,283.8,-1.0,37.0,28.4,8.3,68,HIGH
226.5,68.3,39.9,73.0,26.2,3.1,52,4.4,27,12,228.3,13.5,30.1,17.6,13.0,32,MODERATE
205.6,92.8,27.0,64.3,17.9,36.4,42,4.9,26,12,203.8,16.5,45.2,13.1,26.4,44,MODERATE
350.3,176.6,93.7,91.4,12.6,11.5,79,4.4,81,18,322.1,8.6,50.4,26.8,6.9,76,HIGH
372.8,166.7,67.0,71.0,26.3,25.9,68,5.5,87,26,369.7,-21.3,44.7,18.0,14.0,68,HIGH
243.7,34.2,34.0,52.3,18.6,0.0,43,5.7,12,5,241.2,-1.4,14.1,14.0,7.6,32,MODERATE
323.9,158.2,19.4,67.8,38.2,16.2,45,7.2,52,13,352.8,65.1,48.8,6.0,16.8,65,HIGH
118.9,27.5,18.1,6.9,11.8,41.6,14,8.5,3,13,107.2,12.8,23.1,15.2,44.9,5,LOW
351.6,127.2,30.0,125.9,27.6,28.1,66,5.3,61,24,314.9,-22.4,36.2,8.5,15.8,66,HIGH
412.8,141.6,89.3,55.9,7.6,16.0,47,8.8,46,25,356.1,6.7,34.3,21.6,5.7,78,HIGH
173.2,61.3,33.9,26.8,61.4,17.8,28,6.2,20,19,155.5,5.3,35.4,19.6,45.8,51,MODERATE
108.4,30.1,12.2,4.7,32.7,10.0,37,2.9,1,7,102.2,-1.1,27.8,11.3,39.4,18,LOW
248.9,63.4,38.9,43.1,48.6,21.1,57,4.4,20,5,282.4,17.2,25.5,15.6,28.0,33,MODERATE
157.7,78.9,52.5,19.5,32.0,11.5,38,4.2,17,8,173.4,41.1,50.0,33.3,27.6,34,MODERATE
255.6,79.6,39.1,30.3,45.0,23.2,60,4.3,10,6,246.1,-10.3,31.1,15.3,26.7,40,MODERATE
206.4,50.2,19.2,63.4,4.6,32.2,51,4.0,19,12,190.2,25.9,24.3,9.3,17.8,37,MODERATE
590.6,272.7,135.5,230.0,4.1,3.5,100,5.9,178,18,572.2,71.9,46.2,22.9,1.3,84,CRITICAL
496.8,333.2,166.3,201.3,3.9,14.6,70,7.1,75,26,444.2,65.8,67.1,33.5,3.7,98,CRITICAL
223.7,88.3,28.0,19.8,48.1,27.0,43,5.2,14,7,237.8,20.2,39.5,12.5,33.6,53,MODERATE
140.0,16.1,14.9,0.9,33.5,12.4,27,5.2,3,2,142.8,-29.1,11.5,10.6,32.7,12,LOW
337.3,202.4,37.8,75.4,27.0,32.8,79,4.3,86,28,363.4,-8.6,60.0,11.2,17.7,78,HIGH
41.2,16.5,9.4,2.9,42.8,28.0,19,2.2,1,11,43.1,-12.5,40.0,22.8,172.1,27,LOW
242.1,64.9,38.3,40.0,38.5,14.9,53,4.6,18,8,257.8,5.4,26.8,15.8,22.1,35,MODERATE
102.7,41.1,17.4,41.1,33.5,5.0,26,4.0,5,6,108.1,-1.7,40.0,16.9,37.5,5,LOW
378.9,149.1,114.1,98.3,7.4,12.5,71,5.3,31,23,383.6,-20.8,39.4,30.1,5.3,75,HIGH
223.5,42.3,57.2,57.7,53.4,14.8,43,5.2,22,14,230.4,-21.2,18.9,25.6,30.5,59,MODERATE
90.8,25.3,20.7,26.4,5.0,12.1,29,3.1,0,13,94.6,10.9,27.9,22.9,18.8,27,LOW
308.5,156.7,123.4,117.8,0.0,5.2,56,5.5,41,5,319.3,17.8,50.8,40.0,1.7,74,HIGH
105.6,0.0,26.0,21.9,25.1,24.8,13,8.1,2,2,109.2,-14.1,0.0,24.7,47.2,17,LOW
84.9,31.9,13.5,33.5,30.5,12.5,22,3.9,6,9,82.2,-16.3,37.6,15.9,50.7,29,LOW
349.0,109.8,124.8,47.8,13.7,10.7,69,5.1,92,37,342.2,9.2,31.5,35.8,7.0,79,HIGH
219.8,68.1,43.9,22.4,33.0,26.7,44,5.0,22,1,222.6,-18.7,31.0,20.0,27.1,42,MODERATE
116.8,36.4,16.3,18.3,17.9,10.1,14,8.3,1,0,116.5,2.3,31.2,14.0,23.9,6,LOW
111.5,44.6,25.4,21.1,17.3,5.0,18,6.2,1,3,121.4,-3.8,40.0,22.8,20.0,21,LOW
254.6,76.2,53.9,52.3,42.4,11.9,36,7.1,38,24,223.6,-15.6,29.9,21.2,21.3,52,MODERATE
620.4,286.4,89.7,123.5,6.1,11.1,80,7.8,105,38,644.5,64.3,46.2,14.5,2.8,92,CRITICAL
518.9,261.2,158.0,114.3,20.0,2.7,79,6.6,140,26,535.5,34.5,50.3,30.4,4.4,98,CRITICAL
210.8,52.6,28.3,40.4,42.1,22.8,51,4.1,29,16,202.3,30.0,24.9,13.4,30.8,37,MODERATE
154.2,49.7,39.4,51.5,7.6,42.4,51,3.0,27,22,165.7,13.1,32.2,25.5,32.4,48,MODERATE
41.8,16.7,12.3,12.9,34.8,27.6,15,2.8,13,4,40.5,-10.8,40.0,29.4,149.3,26,LOW
111.0,37.7,14.6,29.2,25.7,5.0,5,22.2,0,1,119.8,9.0,33.9,13.2,27.7,27,LOW
338.9,139.8,15.0,106.7,19.1,40.0,61,5.6,66,25,326.7,-6.2,41.3,4.4,17.4,79,HIGH
90.2,33.9,21.4,16.8,28.3,10.1,25,3.6,0,4,85.0,-0.8,37.6,23.8,42.6,11,LOW
339.3,192.6,55.4,43.4,10.5,10.6,55,6.2,53,28,337.5,57.5,56.8,16.3,6.2,68,HIGH
376.4,160.0,63.1,74.4,37.5,28.9,97,3.9,69,11,376.2,8.3,42.5,16.7,17.6,66,HIGH
251.2,59.4,13.9,42.5,17.5,33.9,40,6.3,42,21,266.9,2.2,23.6,5.5,20.5,32,MODERATE
556.4,204.5,72.9,115.5,12.9,0.8,87,6.4,128,50,510.2,-35.2,36.8,13.1,2.5,96,CRITICAL
301.2,127.5,106.3,89.8,22.1,11.5,68,4.4,54,11,283.2,-5.8,42.3,35.3,11.2,78,HIGH
224.9,94.7,47.7,61.2,34.4,2.5,29,7.8,27,11,195.0,12.9,42.1,21.2,16.4,58,MODERATE
105.9,39.3,24.5,2.2,5.0,31.2,9,11.8,2,3,104.1,6.5,37.1,23.1,34.2,24,LOW
334.7,124.9,57.5,20.0,28.6,16.8,63,5.3,59,20,286.4,32.4,37.3,17.2,13.6,70,HIGH
328.6,140.1,120.0,140.9,24.1,18.1,62,5.3,81,41,330.5,57.3,42.6,36.5,12.8,74,HIGH
133.1,4.4,33.3,31.0,13.5,28.7,11,12.1,1,11,125.6,8.3,3.3,25.0,31.8,6,LOW
465.7,205.2,43.8,86.3,8.3,5.8,139,3.4,78,31,419.0,-23.6,44.1,9.4,3.0,91,CRITICAL
373.4,124.5,42.1,80.9,29.2,18.0,90,4.1,65,19,336.5,32.8,33.3,11.3,12.7,73,HIGH
555.7,215.3,153.7,105.7,0.0,8.1,67,8.3,152,43,588.7,6.0,38.7,27.7,1.5,96,CRITICAL
481.7,202.2,125.7,197.6,0.0,0.0,92,5.2,161,32,441.3,-1.2,42.0,26.1,0.0,90,CRITICAL
229.2,74.0,48.6,10.0,6.7,40.1,23,10.0,26,9,245.6,-12.9,32.3,21.2,20.4,57,MODERATE
215.2,69.9,25.6,53.8,11.2,15.0,51,4.2,0,19,211.2,-31.2,32.5,11.9,12.2,40,MODERATE
315.8,156.8,50.8,28.9,18.0,33.4,46,6.9,67,27,268.2,68.6,49.6,16.1,16.3,66,HIGH
86.0,24.2,4.9,13.8,48.0,28.0,12,7.2,1,0,79.0,6.0,28.2,5.7,88.3,21,LOW
337.4,132.5,65.3,76.2,37.2,29.7,76,4.4,36,5,316.8,23.3,39.3,19.4,19.8,78,HIGH
198.3,86.9,33.1,34.6,16.6,34.9,58,3.4,34,16,209.3,-21.6,43.8,16.7,26.0,45,MODERATE
342.9,165.1,21.6,28.6,45.0,30.3,79,4.3,51,17,335.2,18.0,48.1,6.3,22.0,76,HIGH
69.4,0.0,20.8,1.4,48.5,28.9,16,4.3,6,4,64.3,13.9,0.0,30.0,111.5,22,LOW
360.1,121.8,68.6,93.3,22.8,24.0,83,4.3,52,8,383.7,17.2,33.8,19.1,13.0,68,HIGH
575.3,165.8,119.0,110.8,21.3,0.0,160,3.6,118,42,525.0,62.7,28.8,20.7,3.7,82,CRITICAL
488.4,277.3,140.4,110.7,1.6,14.2,96,5.1,75,10,450.9,38.9,56.8,28.7,3.2,98,CRITICAL
264.6,64.6,25.6,57.3,12.8,14.8,53,5.0,20,2,293.2,-21.8,24.4,9.7,10.5,46,MODERATE
207.8,72.0,24.7,35.4,23.2,17.8,42,4.9,23,0,219.6,16.8,34.7,11.9,19.8,45,MODERATE
115.0,23.1,15.6,15.7,61.9,16.3,15,7.7,11,0,105.1,15.2,20.1,13.6,68.0,22,LOW
502.3,224.5,156.2,108.9,25.8,11.5,88,5.7,99,46,432.3,28.7,44.7,31.1,7.4,90,CRITICAL
112.3,42.6,9.4,43.9,30.3,39.5,15,7.5,8,6,113.2,-3.0,37.9,8.4,62.1,26,LOW
97.5,16.4,8.1,24.9,32.9,21.2,5,19.5,3,5,88.3,-20.2,16.8,8.3,55.5,8,LOW
175.9,69.6,23.2,67.2,54.1,35.2,23,7.6,40,24,195.8,5.3,39.6,13.2,50.7,34,MODERATE
117.0,33.7,5.8,36.3,42.6,21.6,20,5.9,3,7,107.3,-25.8,28.8,5.0,54.8,20,LOW
352.0,211.2,23.1,79.9,5.9,26.8,45,7.8,38,13,303.3,23.8,60.0,6.6,9.3,65,HIGH
151.8,35.7,20.7,4.7,5.7,23.5,21,7.2,7,1,152.5,8.3,23.5,13.7,19.2,7,LOW
192.8,90.6,61.1,42.7,23.2,58.9,50,3.9,25,22,220.6,10.4,47.0,31.7,42.6,51,MODERATE
326.8,118.8,32.3,66.7,38.9,12.9,51,6.4,78,21,323.9,-28.6,36.4,9.9,15.9,71,HIGH
63.0,20.8,17.0,2.8,33.7,5.0,13,4.8,2,0,63.8,12.6,33.0,27.0,61.4,16,LOW
337.6,127.1,94.5,53.6,18.3,4.8,70,4.8,66,29,347.0,36.9,37.6,28.0,6.8,77,HIGH
95.9,14.7,10.4,3.1,26.2,32.7,11,8.7,8,1,98.2,-17.9,15.4,10.9,61.4,13,LOW
184.2,43.3,17.8,53.3,45.5,30.2,39,4.7,14,20,161.9,42.3,23.5,9.7,41.1,54,MODERATE
238.6,53.2,41.2,46.4,53.1,23.1,41,5.8,40,6,211.6,19.7,22.3,17.3,31.9,43,MODERATE
206.4,47.8,33.5,64.7,23.4,38.4,50,4.1,18,23,190.1,-1.4,23.2,16.2,29.9,58,MODERATE
69.2,27.7,20.8,17.4,12.3,12.2,11,6.3,1,1,68.1,0.2,40.0,30.0,35.4,9,LOW
69.1,26.5,11.5,18.4,27.2,24.3,22,3.1,12,7,66.6,-3.1,38.4,16.7,74.5,18,LOW
407.7,145.2,59.2,74.3,45.0,25.5,53,7.7,65,23,354.5,-5.2,35.6,14.5,17.3,75,HIGH
202.5,81.7,50.3,77.8,29.3,22.5,33,6.1,28,0,220.6,19.0,40.3,24.8,25.6,54,MODERATE
216.8,38.0,13.5,78.5,20.7,10.9,59,3.7,34,22,218.3,-12.1,17.5,6.2,14.5,38,MODERATE
470.3,246.6,115.5,65.5,0.0,0.2,134,3.5,177,20,478.6,-21.4,52.4,24.6,0.0,98,CRITICAL
198.3,81.5,52.3,11.5,21.3,12.2,20,9.9,9,30,202.3,16.0,41.1,26.4,16.9,50,MODERATE
84.9,34.0,0.0,7.8,39.7,17.0,21,4.0,0,0,89.4,22.2,40.0,0.0,66.8,6,LOW
212.1,71.2,30.3,74.5,0.0,41.8,51,4.2,27,0,201.9,28.1,33.6,14.3,19.7,36,MODERATE
83.6,27.2,25.1,27.3,32.6,14.8,8,10.4,0,3,91.1,14.5,32.6,30.0,56.8,18,LOW
210.5,82.7,64.0,11.3,25.2,21.0,25,8.4,16,15,212.4,-0.0,39.3,30.4,22.0,45,MODERATE
301.2,129.2,68.6,28.5,26.1,8.4,46,6.5,43,41,253.8,-25.5,42.9,22.8,11.4,74,HIGH
173.2,65.9,57.6,69.3,25.2,0.1,52,3.3,18,19,174.6,10.1,38.0,33.3,14.6,34,MODERATE
362.6,136.0,45.8,65.0,0.0,12.1,57,6.4,76,18,341.6,32.1,37.5,12.6,3.3,69,HIGH
413.3,156.3,76.7,84.7,18.3,26.5,71,5.8,80,29,352.2,27.4,37.8,18.5,10.8,73,HIGH
58.9,23.6,17.7,14.3,29.8,26.2,26,2.3,4,6,55.4,7.8,40.0,30.0,95.1,15,LOW
103.2,29.1,29.4,26.8,30.3,5.0,12,8.6,5,7,109.4,8.4,28.2,28.4,34.2,15,LOW
197.9,66.8,43.5,47.8,32.3,13.5,36,5.5,45,21,171.4,-21.5,33.7,22.0,23.1,53,MODERATE
103.0,24.7,30.9,3.7,8.4,40.6,20,5.1,0,3,92.7,-14.4,24.0,30.0,47.5,9,LOW
186.8,60.5,41.0,33.7,32.2,33.6,53,3.5,31,10,210.0,2.4,32.4,21.9,35.2,35,MODERATE
317.4,159.9,27.7,53.5,18.6,0.0,79,4.0,30,26,335.2,-10.4,50.4,8.7,5.9,66,HIGH
99.9,35.9,13.7,19.1,49.9,5.0,27,3.7,20,3,96.4,1.4,35.9,13.7,55.0,20,LOW
80.2,32.1,3.9,0.0,41.6,5.0,18,4.5,0,20,80.2,-0.7,40.0,4.8,58.1,28,LOW
111.0,14.5,0.9,0.0,26.8,5.0,10,11.1,0,3,110.8,-11.9,13.0,0.8,28.6,15,LOW
153.4,57.5,22.7,31.8,39.0,12.1,34,4.5,0,9,135.2,-14.6,37.5,14.8,33.3,46,MODERATE
275.0,112.6,51.5,94.3,20.8,18.9,52,5.3,54,10,265.9,-8.9,41.0,18.7,14.5,62,HIGH
251.5,51.4,38.3,50.9,35.6,21.1,57,4.4,0,8,273.0,13.1,20.4,15.2,22.5,48,MODERATE
156.1,78.0,25.5,36.9,33.8,34.4,65,2.4,2,18,175.7,18.4,50.0,16.3,43.7,43,MODERATE
407.9,92.2,93.0,60.7,13.7,6.9,79,5.2,61,16,328.2,20.4,22.6,22.8,5.0,65,HIGH
365.7,79.3,100.8,152.0,0.0,15.1,66,5.5,82,41,300.0,26.4,21.7,27.6,4.1,76,HIGH
345.9,176.3,85.1,55.9,14.1,14.1,96,3.6,78,38,288.7,36.5,51.0,24.6,8.2,70,HIGH
427.0,162.0,63.0,104.3,30.1,0.0,67,6.4,57,23,352.8,13.7,37.9,14.8,7.1,70,HIGH
160.0,27.8,6.6,12.5,13.6,15.1,24,6.7,1,4,144.6,-17.7,17.4,4.1,17.9,21,LOW
479.6,224.9,108.9,95.2,14.0,6.9,102,4.7,98,41,415.0,14.6,46.9,22.7,4.3,98,CRITICAL
116.2,22.7,5.6,17.3,31.3,14.8,26,4.5,12,8,105.0,7.4,19.6,4.8,39.7,29,LOW
187.6,76.9,26.6,32.9,48.0,16.8,45,4.2,23,3,178.2,22.4,41.0,14.2,34.5,47,MODERATE
326.7,146.6,59.5,97.0,34.7,34.2,79,4.1,110,14,312.8,-0.4,44.9,18.2,21.1,76,HIGH
115.0,26.5,9.1,0.0,13.2,21.6,13,8.8,3,6,120.4,-10.2,23.1,7.9,30.3,24,LOW
225.7,59.4,45.1,25.4,31.1,36.9,20,11.3,16,11,216.8,1.5,26.3,20.0,30.1,50,MODERATE
215.3,82.5,33.4,23.9,28.4,34.0,37,5.8,29,21,242.4,9.3,38.3,15.5,29.0,45,MODERATE
559.4,276.8,98.2,146.5,22.0,7.7,89,6.3,168,60,506.2,80.9,49.5,17.6,5.3,83,CRITICAL
120.8,16.2,2.2,17.2,53.1,19.8,12,10.1,3,3,118.4,-15.0,13.4,1.8,60.3,20,LOW
513.6,225.9,103.9,132.5,20.9,4.3,84,6.1,169,24,473.3,33.4,44.0,20.2,4.9,88,CRITICAL
48.1,19.2,13.4,19.2,28.2,11.0,17,2.8,3,1,51.7,22.8,40.0,27.8,81.4,29,LOW
123.0,19.7,11.8,20.0,21.7,28.8,17,7.2,7,0,116.3,-5.5,16.0,9.6,41.0,16,LOW
220.4,63.8,53.8,49.7,31.8,29.7,40,5.5,22,7,207.5,-8.5,28.9,24.4,27.9,42,MODERATE
507.0,341.4,144.1,160.4,16.4,3.8,104,4.9,163,43,507.1,32.9,67.3,28.4,4.0,90,CRITICAL
558.1,245.1,72.0,95.5,2.5,11.5,84,6.6,111,32,503.1,69.0,43.9,12.9,2.5,94,CRITICAL
64.6,11.5,19.4,20.2,22.9,14.9,17,3.8,1,10,63.6,8.9,17.9,30.0,58.6,24,LOW
517.6,312.6,137.7,56.1,2.7,2.0,126,4.1,168,23,560.1,11.8,60.4,26.6,0.9,94,CRITICAL
36.1,14.5,10.8,14.5,31.7,5.0,14,2.6,8,7,36.9,-1.7,40.0,30.0,101.5,7,LOW
176.1,88.1,6.9,70.5,23.8,27.2,20,8.8,21,13,159.4,3.4,50.0,3.9,29.0,40,MODERATE
495.9,225.3,59.1,61.2,0.0,11.9,73,6.8,135,26,449.7,42.7,45.4,11.9,2.4,97,CRITICAL
341.8,133.3,100.2,123.1,5.7,24.2,62,5.5,35,21,314.2,-0.3,39.0,29.3,8.7,67,HIGH
124.9,24.5,15.5,31.2,27.8,35.0,23,5.4,2,6,126.7,2.3,19.7,12.4,50.3,9,LOW
102.3,20.6,13.2,0.0,21.7,31.6,14,7.3,0,5,97.1,-9.1,20.2,12.9,52.1,7,LOW
326.2,110.6,29.4,43.8,23.9,18.5,76,4.3,63,6,328.4,28.9,33.9,9.0,13.0,65,HIGH
200.8,65.1,42.1,41.4,14.6,4.0,65,3.1,8,7,223.2,14.3,32.4,21.0,9.3,53,MODERATE
107.5,18.6,27.2,9.5,50.7,5.0,23,4.7,10,7,98.0,-9.5,17.3,25.3,51.8,15,LOW
116.9,8.3,9.0,16.6,15.7,19.6,22,5.3,3,11,112.9,4.1,7.1,7.7,30.2,12,LOW
80.2,28.9,9.2,24.8,5.2,17.1,30,2.7,15,4,82.3,14.0,36.1,11.4,27.9,12,LOW
49.2,12.4,14.8,19.7,23.4,5.1,36,1.4,1,12,51.6,-0.6,25.2,30.0,58.1,24,LOW
387.3,157.9,92.8,88.4,16.2,8.0,71,5.5,66,29,333.7,14.7,40.8,23.9,6.2,64,HIGH
87.4,34.4,21.6,30.2,25.1,32.4,27,3.2,0,0,92.4,15.5,39.3,24.7,65.8,13,LOW
459.5,214.5,141.0,75.2,19.2,5.9,141,3.3,127,55,417.0,57.9,46.7,30.7,5.5,87,CRITICAL
196.5,98.2,11.7,74.2,48.2,53.5,22,8.9,11,23,192.2,-28.8,50.0,6.0,51.8,39,MODERATE
236.6,93.0,49.1,40.7,32.1,2.1,40,5.9,11,17,224.6,51.3,39.3,20.7,14.5,47,MODERATE
356.0,213.6,24.3,125.9,16.5,23.7,63,5.7,50,24,302.9,40.9,60.0,6.8,11.3,76,HIGH
416.7,138.9,90.7,20.0,4.9,18.9,52,8.0,105,25,347.3,39.2,33.3,21.8,5.7,70,HIGH
200.3,79.1,57.8,37.3,46.8,58.3,42,4.8,31,7,174.4,5.3,39.5,28.9,52.5,32,MODERATE
330.2,93.9,27.6,37.0,19.3,13.4,53,6.2,57,27,266.6,25.8,28.5,8.3,9.9,75,HIGH
192.8,81.3,13.7,32.5,3.2,40.1,57,3.4,18,9,197.1,13.2,42.2,7.1,22.4,53,MODERATE
64.2,25.7,19.3,16.1,21.9,5.0,29,2.2,2,7,69.2,3.6,40.0,30.0,41.9,24,LOW
71.0,17.2,17.3,28.4,36.4,12.4,12,5.9,1,8,72.0,-2.8,24.3,24.4,68.8,23,LOW
133.4,42.0,0.0,14.5,50.0,14.3,16,8.3,2,3,130.8,12.6,31.5,0.0,48.2,6,LOW
445.0,234.4,92.1,111.3,10.2,5.2,102,4.4,121,38,413.4,14.8,52.7,20.7,3.5,85,CRITICAL
104.0,10.6,0.1,0.0,35.8,13.5,40,2.6,1,0,97.3,2.9,10.2,0.1,47.4,9,LOW
367.7,205.4,80.2,63.1,32.5,10.6,48,7.7,81,15,320.9,11.0,55.8,21.8,11.7,64,HIGH
54.2,9.9,16.3,21.7,36.0,32.4,32,1.7,11,3,51.5,-6.9,18.3,30.0,126.1,29,LOW
536.5,156.2,89.5,35.0,0.5,12.3,117,4.6,85,27,546.0,28.6,29.1,16.7,2.4,92,CRITICAL
385.2,158.6,108.6,76.7,20.0,24.4,91,4.2,95,25,311.3,29.4,41.2,28.2,11.5,75,HIGH
547.6,174.9,122.0,136.5,13.8,11.4,110,5.0,103,11,498.2,6.2,31.9,22.3,4.6,92,CRITICAL
185.7,92.9,25.6,74.3,11.3,9.2,37,5.0,21,19,177.6,13.1,50.0,13.8,11.1,33,MODERATE
249.5,98.9,42.4,24.2,25.1,24.3,45,5.5,22,14,219.3,3.4,39.6,17.0,19.8,52,MODERATE
194.5,60.3,61.1,39.4,31.2,18.6,50,3.9,23,3,191.0,-12.4,31.0,31.4,25.6,41,MODERATE
35.7,14.3,10.7,10.7,27.4,22.1,14,2.6,0,5,32.5,-7.3,40.0,30.0,138.5,11,LOW
356.6,130.1,49.1,93.6,22.5,5.9,45,7.9,102,7,341.7,29.6,36.5,13.8,8.0,76,HIGH
338.0,70.0,78.5,38.7,27.6,17.1,69,4.9,79,10,293.1,26.1,20.7,23.2,13.2,78,HIGH
270.0,26.8,32.5,54.5,30.5,30.7,33,8.2,14,10,231.3,-15.3,9.9,12.0,22.7,44,MODERATE
486.9,272.6,99.4,157.5,5.6,9.5,110,4.4,99,65,424.1,45.0,56.0,20.4,3.1,87,CRITICAL
84.9,26.0,24.1,17.8,6.9,20.7,20,4.2,6,5,88.5,-7.1,30.6,28.4,32.4,22,LOW
60.6,18.2,18.2,24.2,5.0,5.0,34,1.8,6,6,56.6,-31.6,30.1,30.0,16.5,26,LOW
164.2,76.0,21.0,47.4,24.7,37.6,40,4.1,21,15,162.2,42.9,46.3,12.8,37.9,57,MODERATE
478.9,273.2,62.8,124.6,11.9,9.4,81,5.9,107,33,418.0,9.8,57.1,13.1,4.5,93,CRITICAL
74.8,19.0,22.4,23.9,17.1,26.2,20,3.7,8,9,80.7,-8.4,25.4,30.0,57.8,10,LOW
218.9,66.9,42.0,87.6,13.0,12.3,25,8.8,19,13,244.8,-3.4,30.6,19.2,11.6,58,MODERATE
60.7,24.3,0.0,20.6,53.5,8.6,13,4.7,2,8,57.9,7.2,40.0,0.0,102.3,27,LOW
94.1,18.6,16.5,20.5,43.9,51.1,29,3.2,0,1,95.9,-12.2,19.8,17.5,101.0,10,LOW
430.0,124.1,15.4,91.8,39.3,26.1,92,4.7,60,13,458.8,20.5,28.9,3.6,15.2,67,HIGH
106.0,41.8,14.2,13.1,26.0,25.7,21,5.0,4,5,100.2,0.5,39.4,13.4,48.7,10,LOW
340.6,204.4,107.3,46.5,29.0,18.7,56,6.1,43,29,282.6,4.8,60.0,31.5,14.0,70,HIGH
98.1,39.2,18.2,17.0,20.6,5.0,27,3.6,3,4,98.0,3.6,40.0,18.6,26.1,25,LOW
137.8,14.5,0.0,23.4,28.1,33.7,11,12.5,2,8,125.1,-5.9,10.5,0.0,44.9,27,LOW
398.3,168.7,28.6,50.5,13.2,12.4,72,5.5,45,31,382.2,41.0,42.4,7.2,6.4,79,HIGH
535.7,191.4,57.1,48.6,19.9,5.8,109,4.9,108,15,464.1,44.3,35.7,10.7,4.8,94,CRITICAL
191.8,73.6,22.3,49.1,16.2,47.7,23,8.3,36,12,216.1,-3.8,38.4,11.6,33.3,48,MODERATE
486.1,340.3,92.7,77.3,22.7,4.6,113,4.3,148,31,528.1,3.7,70.0,19.1,5.6,85,CRITICAL
455.7,215.6,40.0,104.7,2.4,6.6,103,4.4,112,26,463.4,34.4,47.3,8.8,2.0,91,CRITICAL
